row_id,app_id,app_name,app_version,cmp_id,cmp_name,cmp_version,cmp_type,app_status,cmp_status,request_id,request_date,request_status,request_step,notes,requestor,color
47,ALI-72,(a) Address Book,72,72.72.1,Apache,7,open source,released,released,QTK_889_R47,10/24/2016,,completed,,,yellow
48,ALI-72,(a) Address Book,72,72.72.10,(a) Picture Place,8.12,internal,released,released,HRL_945_R50,11/9/2016,,completed,,,yellow
49,ALI-72,(a) Address Book,72,72.72.11,White Pages,2016,commercial,released,released,TGU_863_R30,11/9/2016,,completed,,,yellow
50,ALI-72,(a) Address Book,72,72.72.12,Acrobat Reader,6,commercial,released,released,VDC_679_R7,11/14/2016,,completed,,,yellow
51,ALI-72,(a) Address Book,72,72.72.13,GPS Find Me,11,commercial,released,released,GMS_674_R20,11/15/2016,,completed,,,yellow
52,ALI-72,(a) Address Book,72,72.72.2,Trullium,6,commercial,released,released,LAX_993_R12,11/16/2016,,completed,,,yellow
53,ALI-72,(a) Address Book,72,72.72.3,Bootstrap,2,open source,released,released,AFB_180_R1,11/17/2016,,completed,"open source, no commercial support",,yellow
54,ALI-72,(a) Address Book,72,72.72.4,jQuery,3,open source,released,released,ATQ_348_R43,11/17/2016,,completed,,,yellow
55,ALI-72,(a) Address Book,72,72.72.5,(a) Color Picker,1.3,internal,released,released,GUO_611_R26,11/18/2016,,completed,,,yellow
56,ALI-72,(a) Address Book,72,72.72.6,Contact Import,10.1,commercial,released,released,EQB_970_R22,10/28/2016,,completed,,,yellow
57,ALI-72,(a) Address Book,72,72.72.7,Ajax,11,open source,released,released,PPT_866_R12,11/2/2016,,completed,,,yellow
58,ALI-72,(a) Address Book,72,72.72.8,Google Maps,v1.2,API,released,released,RYR_145_R7,11/2/2016,,completed,,,yellow
59,ALI-72,(a) Address Book,72,72.72.9,mySQL,5,open source,released,released,SHU_595_R8,11/2/2016,,completed,,,yellow
60,ALI-73,(a) Address Book,73,73.73.1,Apache,8,open source,released,released,KEY_461_R17,11/18/2016,,completed,,,yellow
61,ALI-73,(a) Address Book,73,73.73.10,(a) Picture Place,8.13,internal,released,released,VMS_338_R32,11/24/2016,,completed,,,yellow
62,ALI-73,(a) Address Book,73,73.73.11,White Pages,2016,commercial,released,released,LKS_892_R2,11/25/2016,,completed,,,yellow
63,ALI-73,(a) Address Book,73,73.73.12,Acrobat Reader,7,commercial,released,released,GUI_181_R5,11/26/2016,,completed,,,yellow
64,ALI-73,(a) Address Book,73,73.73.13,GPS Find Me,12,commercial,released,released,HQI_641_R28,11/26/2016,,completed,,,yellow
65,ALI-73,(a) Address Book,73,73.73.2,Trullium,6,commercial,released,released,JKJ_740_R19,11/26/2016,,completed,,,yellow
66,ALI-73,(a) Address Book,73,73.73.3,Bootstrap,3,open source,released,released,ZIN_484_R20,11/26/2016,,completed,"open source, no commercial support",,yellow
67,ALI-73,(a) Address Book,73,73.73.4,jQuery,3,open source,released,released,YSL_114_R13,12/1/2016,,completed,,,yellow
68,ALI-73,(a) Address Book,73,73.73.5,(a) Color Picker,1.4,internal,released,released,CCI_429_R6,12/2/2016,,completed,,,yellow
69,ALI-73,(a) Address Book,73,73.73.6,Contact Import,11,commercial,released,released,OUN_407_R7,11/20/2016,,completed,,,yellow
70,ALI-73,(a) Address Book,73,73.73.7,Ajax,12,open source,released,released,WCE_774_R9,11/20/2016,,completed,,,yellow
71,ALI-73,(a) Address Book,73,73.73.8,Google Maps,v1.3,API,released,released,BRH_602_R11,11/21/2016,,completed,,,yellow
72,ALI-73,(a) Address Book,73,73.73.9,mySQL,6,open source,released,released,LLX_806_R35,11/21/2016,,completed,,,yellow
73,ALI-74,(a) Address Book,74,74.74.1,Apache,9,open source,released,released,VFT_396_R38,9/3/2017,,completed,,,yellow
74,ALI-74,(a) Address Book,74,74.74.10,(a) Picture Place,8.13,internal,released,released,AQO_671_R47,9/14/2017,,completed,,,yellow
75,ALI-74,(a) Address Book,74,74.74.11,White Pages,2017,commercial,released,released,LHU_687_R48,9/15/2017,,completed,,,yellow
76,ALI-74,(a) Address Book,74,74.74.12,Acrobat Reader,7,commercial,released,released,FWY_333_R12,9/20/2017,,completed,,,yellow
77,ALI-74,(a) Address Book,74,74.74.13,GPS Find Me,13,commercial,released,released,SDI_633_R1,9/20/2017,,completed,,,yellow
78,ALI-74,(a) Address Book,74,74.74.2,Trullium,7,commercial,released,released,HDX_124_R49,9/22/2017,,completed,,,yellow
79,ALI-74,(a) Address Book,74,74.74.3,Bootstrap,3,open source,released,released,KLO_202_R27,9/22/2017,,completed,"open source, no commercial support",,yellow
80,ALI-74,(a) Address Book,74,74.74.4,jQuery,3.1,open source,released,released,QCB_915_R48,9/22/2017,,completed,,,yellow
81,ALI-74,(a) Address Book,74,74.74.5,(a) Color Picker,1.5,internal,released,released,RJO_246_R15,9/22/2017,,completed,,,yellow
82,ALI-74,(a) Address Book,74,74.74.6,Contact Import,12.9,commercial,released,released,AJG_987_R45,9/4/2017,,completed,,,yellow
83,ALI-74,(a) Address Book,74,74.74.7,Ajax,13,open source,released,released,YSK_110_R18,9/5/2017,,completed,,,yellow
84,ALI-74,(a) Address Book,74,74.74.8,Google Maps,v2.0,API,released,released,UFQ_182_R49,9/10/2017,,completed,,,yellow
85,ALI-74,(a) Address Book,74,74.74.9,mySQL,7,open source,released,released,OXS_977_R19,9/12/2017,,completed,,,yellow
86,ALI-75,(a) Address Book,75,75.75.1,Apache,10,open source,released,released,JFP_842_R13,9/23/2017,,completed,,,yellow
87,ALI-75,(a) Address Book,75,75.75.10,(a) Picture Place,8.14,internal,released,released,PLY_619_R28,10/1/2017,,completed,,,yellow
88,ALI-75,(a) Address Book,75,75.75.11,White Pages,2017,commercial,released,released,TJF_363_R19,10/5/2017,,completed,,,yellow
89,ALI-75,(a) Address Book,75,75.75.12,Acrobat Reader,7,commercial,released,released,RBI_327_R6,10/7/2017,,completed,,,yellow
90,ALI-75,(a) Address Book,75,75.75.13,GPS Find Me,14,commercial,released,released,LPP_640_R30,10/10/2017,,completed,,,yellow
91,ALI-75,(a) Address Book,75,75.75.2,Trullium,7,commercial,released,released,TSN_749_R17,10/13/2017,,completed,,,yellow
92,ALI-75,(a) Address Book,75,75.75.3,Bootstrap,3,open source,released,released,BAM_343_R28,10/16/2017,,completed,"open source, no commercial support",,yellow
93,ALI-75,(a) Address Book,75,75.75.4,jQuery,3.1,open source,released,released,VYK_744_R49,10/17/2017,,completed,,,yellow
94,ALI-75,(a) Address Book,75,75.75.5,(a) Color Picker,1.6,internal,released,released,YEV_302_R29,10/17/2017,,completed,,,yellow
95,ALI-75,(a) Address Book,75,75.75.6,Contact Import,13.1,commercial,released,released,QAE_672_R22,9/23/2017,,completed,,,yellow
96,ALI-75,(a) Address Book,75,75.75.7,Ajax,14,open source,released,released,AUL_815_R49,9/25/2017,,completed,,,yellow
97,ALI-75,(a) Address Book,75,75.75.8,Google Maps,v2.1,API,released,released,FBU_386_R24,9/25/2017,,completed,,,yellow
98,ALI-75,(a) Address Book,75,75.75.9,mySQL,8,open source,released,released,PEE_788_R43,10/1/2017,,completed,,,yellow
99,ALI-76,(a) Address Book,76,76.76.1,Apache,11,open source,review,In_Review,LMC_159_R39,7/6/2018,,Review Step,,,yellow
100,ALI-76,(a) Address Book,76,76.76.10,(a) Picture Place,8.15,internal,review,Submitted,MOD_666_R24,7/13/2018,,Inspection Step,,,yellow
101,ALI-76,(a) Address Book,76,76.76.11,White Pages,2018,commercial,review,Approved,HJE_673_R5,7/14/2018,,Approval Step,,,yellow
102,ALI-76,(a) Address Book,76,76.76.12,Acrobat Reader,8,commercial,review,Pending,QGF_344_R23,7/14/2018,,inspection Step,,,yellow
103,ALI-76,(a) Address Book,76,76.76.13,GPS Find Me,15,commercial,review,Pending,KXJ_841_R26,7/15/2018,,inspection Step,,,yellow
104,ALI-76,(a) Address Book,76,76.76.2,Trullium,8,commercial,review,Approved,CZL_893_R7,7/16/2018,,Approval Step,,,yellow
105,ALI-76,(a) Address Book,76,76.76.3,Bootstrap,3.4,open source,review,Submitted,ZSG_282_R26,7/16/2018,,Inspection Step,"open source, no commercial support",,yellow
106,ALI-76,(a) Address Book,76,76.76.4,jQuery,3.1.1,open source,review,submitted,GXP_709_R10,7/18/2018,,Inspection Step,,,yellow
107,ALI-76,(a) Address Book,76,76.76.5,(a) Color Picker,1.7,internal,review,Pending,UWA_885_R25,7/18/2018,,inspection Step,,,yellow
108,ALI-76,(a) Address Book,76,76.76.6,Contact Import,13.4,commercial,review,Pending,BPD_252_R26,7/7/2018,,inspection Step,,,yellow
109,ALI-76,(a) Address Book,76,76.76.7,Ajax,15,open source,review,Approved,MCY_478_R5,7/7/2018,,Approval Step,,,yellow
110,ALI-76,(a) Address Book,76,76.76.8,Google Maps,v2.2,API,review,Approved,GCI_534_R18,7/9/2018,,Approval Step,,,yellow
111,ALI-76,(a) Address Book,76,76.76.9,mySQL,9,open source,review,Pending,ZMY_735_R5,7/10/2018,,inspection Step,,,yellow
112,ALI-77,(a) Address Book,77,77.77.1,Apache,12,open source,estimation,Submitted,FZO_947_R43,7/19/2018,,Inspection Step,,,yellow
113,ALI-77,(a) Address Book,77,77.77.10,(a) Picture Place,8.16,internal,estimation,Pending,RNR_643_R24,7/24/2018,,inspection Step,,,yellow
114,ALI-77,(a) Address Book,77,77.77.11,White Pages,2018,commercial,estimation,Approved,GWY_622_R50,7/26/2018,,Approval Step,,,yellow
115,ALI-77,(a) Address Book,77,77.77.12,Acrobat Reader,8,commercial,estimation,Pending,LXG_657_R43,7/27/2018,,inspection Step,,,yellow
116,ALI-77,(a) Address Book,77,77.77.13,GPS Find Me,16,commercial,estimation,Pending,TUH_759_R44,7/27/2018,,inspection Step,,,yellow
117,ALI-77,(a) Address Book,77,77.77.2,Trullium,8,commercial,estimation,Pending,PRV_637_R28,8/1/2018,,inspection Step,,,yellow
118,ALI-77,(a) Address Book,77,77.77.3,Bootstrap,3.4,open source,estimation,Submitted,UIW_997_R22,8/1/2018,,Inspection Step,"open source, no commercial support",,yellow
119,ALI-77,(a) Address Book,77,77.77.4,jQuery,3.1.1,open source,estimation,Approved,DHK_965_R1,8/3/2018,,Approval Step,,,yellow
120,ALI-77,(a) Address Book,77,77.77.5,(a) Color Picker,1.8,internal,estimation,Pending,IRN_238_R19,8/4/2018,,inspection Step,,,yellow
121,ALI-77,(a) Address Book,77,77.77.6,Contact Import,14,commercial,estimation,Pending,QBU_687_R12,7/21/2018,,inspection Step,,,yellow
122,ALI-77,(a) Address Book,77,77.77.7,Ajax,16,open source,estimation,Pending,PAK_187_R20,7/22/2018,,inspection Step,,,yellow
123,ALI-77,(a) Address Book,77,77.77.8,Google Maps,v2.3,API,estimation,Approved,INE_557_R31,7/23/2018,,Approval Step,,,yellow
124,ALI-77,(a) Address Book,77,77.77.9,mySQL,10,open source,estimation,Pending,JKU_647_R16,7/23/2018,,inspection Step,,,yellow
125,ALI-78,(a) Address Book,78,78.78.1,Apache,13,open source,estimation,Submitted,FJK_984_R33,4/14/2019,,Inspection Step,,,yellow
126,ALI-78,(a) Address Book,78,78.78.10,(a) Picture Place,8.17,internal,on hold,Approved,ONK_829_R42,4/19/2019,,Approval Step,,,yellow
127,ALI-78,(a) Address Book,78,78.78.11,White Pages,2019,commercial,on hold,Approved,RTB_148_R17,4/19/2019,,Approval Step,,,yellow
128,ALI-78,(a) Address Book,78,78.78.12,Acrobat Reader,9,commercial,on hold,Approved,MUE_712_R18,4/20/2019,,Approval Step,,,yellow
129,ALI-78,(a) Address Book,78,78.78.13,GPS Find Me,17,commercial,on hold,Pending,STI_940_R48,4/20/2019,,inspection Step,,,yellow
130,ALI-78,(a) Address Book,78,78.78.2,Trullium,9,commercial,on hold,Submitted,HFL_553_R5,4/22/2019,,Inspection Step,,,yellow
131,ALI-78,(a) Address Book,78,78.78.3,Bootstrap,4,open source,on hold,Submitted,SBB_168_R35,4/22/2019,,Inspection Step,"open source, no commercial support",,yellow
132,ALI-78,(a) Address Book,78,78.78.4,jQuery,3.2,open source,on hold,Pending,WSM_941_R45,4/22/2019,,inspection Step,,,yellow
133,ALI-78,(a) Address Book,78,78.78.5,(a) Color Picker,1.9,internal,on hold,Pending,PIH_107_R49,4/24/2019,,inspection Step,,,yellow
134,ALI-78,(a) Address Book,78,78.78.6,Contact Import,14.1,commercial,on hold,Pending,JTZ_227_R31,4/14/2019,,inspection Step,,,yellow
135,ALI-78,(a) Address Book,78,78.78.7,Ajax,17,open source,on hold,Approved,KWZ_284_R6,4/14/2019,,Approval Step,,,yellow
136,ALI-78,(a) Address Book,78,78.78.8,Google Maps,v3.0,API,on hold,Pending,TNG_125_R12,4/15/2019,,inspection Step,,,yellow
137,ALI-78,(a) Address Book,78,78.78.9,mySQL,11,open source,on hold,Pending,SZO_533_R12,4/18/2019,,Review Step,,,yellow
138,ALI-79,(a) Address Book,79,79.79.1,Apache,14,open source,on hold,Pending,JUJ_214_R18,4/25/2019,,Review Step,,,yellow
139,ALI-79,(a) Address Book,79,79.79.10,(a) Picture Place,8.18,internal,estimation,Pending,YZE_828_R17,5/7/2019,,Inspection Step,,,yellow
140,ALI-79,(a) Address Book,79,79.79.11,White Pages,2019,commercial,estimation,Submitted,CCI_730_R49,5/8/2019,,Inspection Step,,,yellow
141,ALI-79,(a) Address Book,79,79.79.12,Acrobat Reader,9,commercial,estimation,Pending,DGT_930_R36,5/8/2019,,inspection Step,,,yellow
142,ALI-79,(a) Address Book,79,79.79.13,GPS Find Me,18,commercial,estimation,Pending,USP_305_R31,5/8/2019,,inspection Step,,,yellow
143,ALI-79,(a) Address Book,79,79.79.2,Trullium,9,commercial,estimation,Approved,JNQ_522_R1,5/9/2019,,Approval Step,,,yellow
144,ALI-79,(a) Address Book,79,79.79.3,Bootstrap,4,open source,estimation,Pending,TUS_858_R33,5/10/2019,,Inspection Step,"open source, no commercial support",,yellow
145,ALI-79,(a) Address Book,79,79.79.4,jQuery,3.2,open source,estimation,Pending,AEE_883_R10,5/12/2019,,inspection Step,,,yellow
146,ALI-79,(a) Address Book,79,79.79.5,(a) Color Picker,1.9,internal,estimation,Pending,CQG_479_R37,5/12/2019,,inspection Step,,,yellow
147,ALI-79,(a) Address Book,79,79.79.6,Contact Import,14.2,commercial,estimation,Pending,LFQ_555_R7,4/25/2019,,Review Step,,,yellow
148,ALI-79,(a) Address Book,79,79.79.7,Ajax,18,open source,estimation,Approved,CNK_138_R24,4/28/2019,,Approval Step,,,yellow
149,ALI-79,(a) Address Book,79,79.79.8,Google Maps,v3.1,API,estimation,Pending,HZS_660_R38,4/28/2019,,Review Step,,,yellow
150,ALI-79,(a) Address Book,79,79.79.9,mySQL,12,open source,estimation,Pending,QDW_847_R25,5/5/2019,,Review Step,,,yellow
151,ALI-5,(a) Book Saver,3,5.3.1,RedHat,3,open source,released,released,ESP_627_R48,5/4/2016,,completed,,,yellow
152,ALI-5,(a) Book Saver,3,5.3.10,jQuery,3,open source,released,released,HMS_689_R26,5/9/2016,,completed,,,yellow
153,ALI-5,(a) Book Saver,3,5.3.2,RSS Feed Reader,2,commercial,released,released,BMH_269_R21,5/10/2016,,completed,,,yellow
154,ALI-5,(a) Book Saver,3,5.3.3,Acrobat Reader,6,commercial,released,released,DHD_508_R39,5/10/2016,,completed,,,yellow
155,ALI-5,(a) Book Saver,3,5.3.4,(a) Color Picker,1.1,internal,released,released,TPJ_682_R29,5/5/2016,,completed,,,yellow
156,ALI-5,(a) Book Saver,3,5.3.5,(a) FileView,2.01,internal,released,released,MIJ_114_R39,5/7/2016,,completed,,,yellow
157,ALI-5,(a) Book Saver,3,5.3.6,Bootstrap,2,open source,released,released,SXV_761_R38,5/7/2016,,completed,"open source, no commercial support",,yellow
158,ALI-5,(a) Book Saver,3,5.3.7,Datatable,2,open source,released,released,AXN_802_R28,5/7/2016,,completed,,,yellow
159,ALI-5,(a) Book Saver,3,5.3.8,Ajax,9,open source,released,released,GWV_688_R44,5/9/2016,,completed,,,yellow
160,ALI-5,(a) Book Saver,3,5.3.9,Library Link,v10,commercial,released,released,WFC_274_R29,5/9/2016,,completed,,,yellow
161,ALI-51,(a) Book Saver,4,51.4.1,RedHat,4,open source,released,released,HSV_582_R45,5/11/2016,,completed,,,yellow
162,ALI-51,(a) Book Saver,4,51.4.10,jQuery,3,open source,released,released,YZV_755_R11,5/23/2016,,completed,,,yellow
163,ALI-51,(a) Book Saver,4,51.4.2,RSS Feed Reader,3,commercial,released,released,BIB_849_R48,5/25/2016,,completed,,,yellow
164,ALI-51,(a) Book Saver,4,51.4.3,Acrobat Reader,6,commercial,released,released,AGL_830_R41,5/27/2016,,completed,,,yellow
165,ALI-51,(a) Book Saver,4,51.4.4,(a) Color Picker,1.2,internal,released,released,YPR_177_R7,5/11/2016,,completed,,,yellow
166,ALI-51,(a) Book Saver,4,51.4.5,(a) FileView,2.02,internal,released,released,AID_218_R33,5/14/2016,,completed,,,yellow
167,ALI-51,(a) Book Saver,4,51.4.6,Bootstrap,2,open source,released,released,YQK_612_R9,5/16/2016,,completed,"open source, no commercial support",,yellow
168,ALI-51,(a) Book Saver,4,51.4.7,Datatable,2,open source,released,released,ICC_241_R11,5/16/2016,,completed,,,yellow
169,ALI-51,(a) Book Saver,4,51.4.8,Ajax,10,open source,released,released,UJC_854_R46,5/17/2016,,completed,,,yellow
170,ALI-51,(a) Book Saver,4,51.4.9,Library Link,v11,commercial,released,released,HHC_983_R40,5/17/2016,,completed,,,yellow
171,ALI-52,(a) Book Saver,5,52.5.1,RedHat,5,open source,released,released,XJT_995_R16,12/2/2016,,completed,,,yellow
172,ALI-52,(a) Book Saver,5,52.5.10,Library Link,v12,commercial,released,released,FWX_928_R40,12/10/2016,,completed,,,yellow
173,ALI-52,(a) Book Saver,5,52.5.2,jQuery,3,open source,released,released,ABE_640_R3,12/11/2016,,completed,,,yellow
174,ALI-52,(a) Book Saver,5,52.5.3,RSS Feed Reader,4,commercial,released,released,ZCG_851_R34,12/2/2016,,completed,,,yellow
175,ALI-52,(a) Book Saver,5,52.5.4,Acrobat Reader,6,commercial,released,released,HJS_824_R36,12/3/2016,,completed,,,yellow
176,ALI-52,(a) Book Saver,5,52.5.5,(a) Color Picker,1.3,internal,released,released,KKY_194_R44,12/3/2016,,completed,,,yellow
177,ALI-52,(a) Book Saver,5,52.5.6,(a) FileView,2.03,internal,released,released,ZJW_319_R25,12/3/2016,,completed,,,yellow
178,ALI-52,(a) Book Saver,5,52.5.7,Bootstrap,2,open source,released,released,IWM_220_R15,12/5/2016,,completed,"open source, no commercial support",,yellow
179,ALI-52,(a) Book Saver,5,52.5.8,Datatable,2.1,open source,released,released,YVU_797_R43,12/6/2016,,completed,,,yellow
180,ALI-52,(a) Book Saver,5,52.5.9,Ajax,11,open source,released,released,ZPS_112_R15,12/9/2016,,completed,,,yellow
181,ALI-53,(a) Book Saver,6,53.6.1,RedHat,6,open source,released,released,LJP_952_R33,12/11/2016,,completed,,,yellow
182,ALI-53,(a) Book Saver,6,53.6.10,Library Link,v13,commercial,released,released,SSW_537_R22,12/22/2016,,completed,,,yellow
183,ALI-53,(a) Book Saver,6,53.6.2,jQuery,3,open source,released,released,TEW_686_R41,12/22/2016,,completed,,,yellow
184,ALI-53,(a) Book Saver,6,53.6.3,RSS Feed Reader,5,commercial,released,released,ZXQ_912_R40,12/12/2016,,completed,,,yellow
185,ALI-53,(a) Book Saver,6,53.6.4,Acrobat Reader,7,commercial,released,released,BVB_121_R35,12/13/2016,,completed,,,yellow
186,ALI-53,(a) Book Saver,6,53.6.5,(a) Color Picker,1.4,internal,released,released,MMJ_986_R40,12/13/2016,,completed,,,yellow
187,ALI-53,(a) Book Saver,6,53.6.6,(a) FileView,2.04,internal,released,released,BLO_188_R31,12/14/2016,,completed,,,yellow
188,ALI-53,(a) Book Saver,6,53.6.7,Bootstrap,3,open source,released,released,WUA_439_R40,12/18/2016,,completed,"open source, no commercial support",,yellow
189,ALI-53,(a) Book Saver,6,53.6.8,Datatable,2.1,open source,released,released,ZDR_187_R29,12/18/2016,,completed,,,yellow
190,ALI-53,(a) Book Saver,6,53.6.9,Ajax,12,open source,released,released,UDQ_684_R39,12/21/2016,,completed,,,yellow
191,ALI-54,(a) Book Saver,7,54.7.1,RedHat,7,open source,released,released,SYX_945_R43,10/19/2017,,completed,,,yellow
192,ALI-54,(a) Book Saver,7,54.7.10,Library Link,v14,commercial,released,released,WBZ_894_R47,10/26/2017,,completed,,,yellow
193,ALI-54,(a) Book Saver,7,54.7.2,jQuery,3.1,open source,released,released,ZQT_457_R2,10/26/2017,,completed,,,yellow
194,ALI-54,(a) Book Saver,7,54.7.3,RSS Feed Reader,6,commercial,released,released,HNG_497_R36,10/20/2017,,completed,,,yellow
195,ALI-54,(a) Book Saver,7,54.7.4,Acrobat Reader,7,commercial,released,released,HUZ_848_R44,10/20/2017,,completed,,,yellow
196,ALI-54,(a) Book Saver,7,54.7.5,(a) Color Picker,1.5,internal,released,released,OSJ_639_R9,10/21/2017,,completed,,,yellow
197,ALI-54,(a) Book Saver,7,54.7.6,(a) FileView,2.05,internal,released,released,SEJ_778_R40,10/22/2017,,completed,,,yellow
198,ALI-54,(a) Book Saver,7,54.7.7,Bootstrap,3,open source,released,released,TRA_869_R3,10/23/2017,,completed,"open source, no commercial support",,yellow
